00000_0,00001_1,00002_2,00003_3,00004_4,00005_5,00006_6,00007_7,00008_8,00009_9,00010_10,00011_11,00012_12,00013_13,00014_14,00015_15,00016_16,00017_17,00018_18,00019_19,00020_20,00021_21,00022_22,00023_23,00024_24,00025_25,00026_26,00027_27,00028_28,00029_29,00030_30,00031_31,00032_32,00033_33,00034_34,00035_35,00036_36,00037_37,00038_38,00039_39,00040_40,00041_41,00042_42,00043_43,00044_44,00045_45,00046_46,00047_47,00048_48,00049_49,00050_50,00051_51,00052_52,00053_53,00054_54,00055_55,00056_56,target
-0.3576429271899301,-0.16367445542327747,-0.5636515459403433,-0.03839672652520902,-0.4676683485377172,-0.3494068917821408,-0.28450387207075434,-0.28413920541385246,-0.3216614224389203,-0.36402473147764197,-0.297351133877671,-0.6535335836400235,-0.3009929367254012,-0.18161853774480358,-0.19635824228732934,-0.3012920008471348,-0.3218863740193351,-0.35063387945735497,-0.9361842820023938,-0.16900210925225964,-0.6819140644030245,-0.12237697697806194,-0.2882057993811974,-0.20615912921299237,-0.34138940386949845,-0.2930576396063565,-0.22909523454218925,-0.23364323782368815,-0.16981166619872878,-0.23107075539608593,-0.15898376245654444,-0.14411640230229228,-0.17138916865350948,-0.14675975630442925,-0.1951232345325784,-0.2428010392931297,-0.32365415527365077,-0.05549679807033149,-0.18732848284017944,-0.1861034429267194,-0.12189685570924795,-0.15970718786398544,-0.20918638713441573,-0.12179903448804938,-0.29180870545684645,-0.20971255501592542,-0.06756895295444171,-0.11908921458612316,-0.1575262355990049,-0.4873928947173013,-0.13849942719802824,-0.3071334531342199,-0.28678875416467403,-0.09896477319611506,-0.11218845118025791,-0.23343768929365596,-0.4412833143287131,0
-0.3576429271899301,-0.16367445542327747,0.2155573546826362,-0.03839672652520902,0.10206003963581552,1.0347904766232217,-0.28450387207075434,-0.28413920541385246,1.017658036423509,-0.36402473147764197,-0.297351133877671,1.2416680901659891,-0.3009929367254012,-0.18161853774480358,-0.19635824228732934,-0.3012920008471348,-0.3218863740193351,-0.35063387945735497,-0.28297779762491726,-0.16900210925225964,-0.36093094729938763,-0.12237697697806194,-0.2882057993811974,-0.20615912921299237,0.13917448651569556,0.5688002572089366,-0.1179863976353176,-0.23364323782368815,-0.16981166619872878,-0.23107075539608593,-0.15898376245654444,-0.14411640230229228,3.418402525210576,-0.14675975630442925,-0.1951232345325784,-0.2428010392931297,-0.32365415527365077,-0.05549679807033149,0.7085844056884767,-0.1861034429267194,-0.12189685570924795,-0.15970718786398544,-0.20918638713441573,-0.12179903448804938,0.8376204372218056,-0.20971255501592542,-0.06756895295444171,-0.11908921458612316,-0.1575262355990049,-0.27722753420675006,-0.13849942719802824,-0.3071334531342199,-0.28678875416467403,-0.09896477319611506,-0.07464216712962919,-0.09550838233180567,-0.2507945987317636,0
-0.3576429271899301,-0.16367445542327747,-0.05101411131996204,-0.03839672652520902,-0.4676683485377172,-0.3494068917821408,-0.28450387207075434,-0.28413920541385246,-0.3216614224389203,-0.36402473147764197,-0.297351133877671,-0.347855894316473,0.512233915154618,-0.18161853774480358,-0.19635824228732934,-0.3012920008471348,-0.3218863740193351,-0.35063387945735497,1.3275140517885162,-0.16900210925225964,2.713749437588081,-0.12237697697806194,-0.2882057993811974,-0.20615912921299237,0.12669230754465155,0.5464143378111367,-0.22909523454218925,-0.23364323782368815,0.3007961420925236,-0.23107075539608593,-0.15898376245654444,-0.14411640230229228,-0.17138916865350948,-0.14675975630442925,-0.1951232345325784,-0.2428010392931297,-0.32365415527365077,-0.05549679807033149,-0.18732848284017944,-0.1861034429267194,-0.12189685570924795,-0.15970718786398544,-0.20918638713441573,-0.12179903448804938,-0.29180870545684645,-0.20971255501592542,2.9756802336359476,-0.11908921458612316,-0.1575262355990049,-0.10496084526367526,-0.13849942719802824,-0.3071334531342199,-0.28678875416467403,-0.09896477319611506,-0.03321082781877278,-0.11849660015878072,-0.11953346697588238,0
-0.3576429271899301,-0.16367445542327747,-0.5636515459403433,-0.03839672652520902,-0.4676683485377172,-0.3494068917821408,-0.28450387207075434,-0.28413920541385246,-0.3216614224389203,-0.36402473147764197,-0.297351133877671,-0.6535335836400235,-0.3009929367254012,-0.18161853774480358,-0.19635824228732934,-0.3012920008471348,-0.3218863740193351,-0.35063387945735497,-0.9361842820023938,-0.16900210925225964,-0.6819140644030245,-0.12237697697806194,-0.2882057993811974,-0.20615912921299237,-0.34138940386949845,-0.2930576396063565,5.618738286872108,-0.23364323782368815,-0.16981166619872878,-0.23107075539608593,-0.15898376245654444,-0.14411640230229228,-0.17138916865350948,-0.14675975630442925,-0.1951232345325784,-0.2428010392931297,-0.32365415527365077,-0.05549679807033149,-0.18732848284017944,-0.1861034429267194,-0.12189685570924795,-0.15970718786398544,-0.20918638713441573,-0.12179903448804938,-0.29180870545684645,-0.20971255501592542,-0.06756895295444171,-0.11908921458612316,-0.1575262355990049,-0.4873928947173013,-0.13849942719802824,-0.3071334531342199,-0.28678875416467403,-0.09896477319611506,-0.12883868800980505,-0.247230619989841,-0.4460855508563673,0
3.008063834417432,-0.16367445542327747,0.4001068311459734,0.8857809277772991,-0.4676683485377172,3.1110865292312653,-0.28450387207075434,-0.28413920541385246,1.3348652766804003,-0.36402473147764197,2.0438883707481597,-0.6535335836400235,-0.3009929367254012,-0.18161853774480358,5.309359643276007,0.2888165635438218,0.7058555881197844,4.331136645340339,-0.9361842820023938,-0.16900210925225964,0.1205437283560676,-0.12237697697806194,-0.2882057993811974,0.8417625887144906,-0.34138940386949845,-0.2930576396063565,-0.22909523454218925,-0.23364323782368815,-0.16981166619872878,-0.23107075539608593,-0.15898376245654444,-0.14411640230229228,0.702808808608729,-0.14675975630442925,-0.1951232345325784,-0.2428010392931297,-0.32365415527365077,-0.05549679807033149,-0.18732848284017944,-0.1861034429267194,-0.12189685570924795,-0.15970718786398544,-0.20918638713441573,-0.12179903448804938,-0.29180870545684645,0.3445824634986521,-0.06756895295444171,-0.11908921458612316,-0.1575262355990049,2.2378661243621414,-0.13849942719802824,-0.11059573807501205,1.4268295187400144,0.1409515068731923,0.11092472233567333,0.9389614198820715,0.7032497247622022,1
-0.3576429271899301,-0.16367445542327747,-0.5636515459403433,-0.03839672652520902,0.4019170860429379,-0.3494068917821408,-0.28450387207075434,-0.28413920541385246,-0.3216614224389203,-0.36402473147764197,-0.297351133877671,-0.6535335836400235,-0.3009929367254012,-0.18161853774480358,-0.19635824228732934,-0.3012920008471348,-0.3218863740193351,-0.35063387945735497,-0.6095810398136555,-0.16900210925225964,-0.6819140644030245,-0.12237697697806194,-0.2882057993811974,-0.20615912921299237,0.020593786290777526,0.3561340229298382,-0.22909523454218925,-0.23364323782368815,-0.16981166619872878,-0.23107075539608593,-0.15898376245654444,-0.14411640230229228,-0.17138916865350948,-0.14675975630442925,-0.1951232345325784,2.591187817273805,3.625240977158059,-0.05549679807033149,1.180117504914085,-0.1861034429267194,-0.12189685570924795,-0.15970718786398544,2.4449380225793997,-0.12179903448804938,-0.29180870545684645,-0.20971255501592542,-0.06756895295444171,6.710224457180187,-0.1575262355990049,-0.4873928947173013,0.8851034414241834,-0.3071334531342199,-0.28678875416467403,-0.09896477319611506,0.02179045450816446,0.19874080585347498,0.050145557001232334,0
0.7052118396334474,-0.01591903997719134,0.05151337560411418,-0.03839672652520902,-0.16781130213059473,1.1076429696971883,0.2199745072082026,0.5383815687745943,1.0881485342583739,2.1801205362003526,0.2007849309363355,1.6818439627919017,0.34958854477861423,-0.18161853774480358,1.7422748160096204,0.45203808135408635,-0.3218863740193351,1.2230704986259036,0.9952797192172137,-0.16900210925225964,0.5935714798772167,-0.12237697697806194,2.292183494386444,0.4627270737194436,-0.34138940386949845,-0.2930576396063565,-0.22909523454218925,-0.23364323782368815,-0.16981166619872878,-0.23107075539608593,-0.15898376245654444,-0.14411640230229228,-0.17138916865350948,-0.14675975630442925,-0.1951232345325784,-0.2428010392931297,-0.32365415527365077,-0.05549679807033149,-0.18732848284017944,-0.1861034429267194,0.15481333786681825,-0.15970718786398544,-0.20918638713441573,-0.12179903448804938,-0.09707954292604437,-0.20971255501592542,-0.06756895295444171,-0.11908921458612316,-0.1575262355990049,-0.42882222047665586,-0.13849942719802824,0.012676438234313647,0.49419656490250696,-0.06287117353967059,-0.019973889539282867,0.22172902368045003,1.1930778505829294,1
-0.3576429271899301,-0.16367445542327747,-0.5636515459403433,-0.03839672652520902,-0.4676683485377172,-0.3494068917821408,-0.28450387207075434,-0.28413920541385246,-0.3216614224389203,-0.36402473147764197,-0.297351133877671,-0.6535335836400235,-0.3009929367254012,-0.18161853774480358,-0.19635824228732934,-0.3012920008471348,-0.3218863740193351,-0.35063387945735497,-0.9361842820023938,-0.16900210925225964,-0.6819140644030245,-0.12237697697806194,-0.2882057993811974,-0.20615912921299237,-0.34138940386949845,-0.2930576396063565,-0.22909523454218925,-0.23364323782368815,-0.16981166619872878,-0.23107075539608593,-0.15898376245654444,-0.14411640230229228,-0.17138916865350948,-0.14675975630442925,-0.1951232345325784,-0.2428010392931297,-0.32365415527365077,-0.05549679807033149,-0.18732848284017944,-0.1861034429267194,-0.12189685570924795,-0.15970718786398544,-0.20918638713441573,-0.12179903448804938,3.758557875183837,-0.20971255501592542,-0.06756895295444171,-0.11908921458612316,-0.1575262355990049,-0.4873928947173013,-0.13849942719802824,-0.3071334531342199,-0.28678875416467403,-0.09896477319611506,-0.0826065304130959,-0.21964475859747096,-0.41567138618122407,0
-0.3576429271899301,-0.16367445542327747,1.3023487160778446,-0.03839672652520902,-0.4676683485377172,-0.3494068917821408,-0.28450387207075434,-0.28413920541385246,-0.3216614224389203,-0.36402473147764197,-0.297351133877671,1.5840271022083656,-0.3009929367254012,-0.18161853774480358,-0.19635824228732934,-0.3012920008471348,-0.3218863740193351,1.4394548506123517,0.09430525800690118,-0.16900210925225964,-0.6819140644030245,-0.12237697697806194,-0.2882057993811974,-0.20615912921299237,0.8007299719810277,0.7255016929935353,-0.22909523454218925,1.394851634070877,-0.16981166619872878,1.773202311508215,2.0145466426659135,-0.14411640230229228,-0.17138916865350948,-0.14675975630442925,1.42561225985859,1.9804143568067938,-0.32365415527365077,-0.05549679807033149,-0.18732848284017944,-0.1861034429267194,-0.12189685570924795,-0.15970718786398544,-0.20918638713441573,-0.12179903448804938,-0.29180870545684645,-0.20971255501592542,-0.06756895295444171,-0.11908921458612316,-0.1575262355990049,0.3119245419785658,-0.13849942719802824,-0.17223182622967487,-0.28678875416467403,-0.09896477319611506,-0.11166119368065562,-0.20585182790128592,-0.3452385837756293,0
-0.3576429271899301,-0.16367445542327747,-0.5636515459403433,-0.03839672652520902,-0.4676683485377172,-0.3494068917821408,7.459239249861234,-0.28413920541385246,-0.3216614224389203,-0.36402473147764197,-0.297351133877671,-0.6535335836400235,-0.3009929367254012,-0.18161853774480358,-0.19635824228732934,-0.3012920008471348,-0.3218863740193351,-0.35063387945735497,0.7925604654448932,-0.16900210925225964,-0.6819140644030245,-0.12237697697806194,-0.2882057993811974,-0.20615912921299237,-0.34138940386949845,-0.2930576396063565,-0.22909523454218925,-0.23364323782368815,-0.16981166619872878,-0.23107075539608593,-0.15898376245654444,-0.14411640230229228,-0.17138916865350948,-0.14675975630442925,-0.1951232345325784,-0.2428010392931297,-0.32365415527365077,-0.05549679807033149,-0.18732848284017944,-0.1861034429267194,-0.12189685570924795,-0.15970718786398544,-0.20918638713441573,-0.12179903448804938,-0.29180870545684645,-0.20971255501592542,-0.06756895295444171,-0.11908921458612316,-0.1575262355990049,-0.4873928947173013,-0.13849942719802824,-0.015234243194212939,-0.28678875416467403,-0.09896477319611506,-0.06739931410877621,-0.1966565407704959,-0.38205573048764474,0
